Sr Software Developer,"- Solid CS fundamentals, fluent in multi-threaded, asynchronous programming, strong inclination for architecting at scale"
Sr Software Developer,"- Excellent technical design, problem solving and debugging skills"
Sr Software Developer,- Good written and oral communication skills
Content Developer 2,Two years in a technical writing role.
Content Developer 2,Strong written and verbal skills.
Content Developer 2,"Proven project management, organization, and planning skills, including a track record of delivering great results under tight deadlines."
Content Developer 2,Experience creating visuals and diagrams that facilitate understanding through graphics.          
Content Developer 2,"Strong affinity for cross-group collaboration, negotiation, and organization skills."
Content Developer 2,"Experience working with and managing vendors, delivery schedules, and budgets."
Content Developer 2,At least three years of technical writing experience building professional customer-facing training or documentation.
Content Developer 2,Experience with Azure or other cloud environments.
Content Developer 2,Experience working in GitHub and Markdown language.
Content Developer 2,Experience writing about cloud-based and hybrid solutions.
Content Developer 2,"A degree in areas related to communication, training, or information architecture preferred but not required."
Content Developer 2,At least 2 years technical writing experience.
Content Developer 2,- Ability to read and explain code to a developer audience.
Content Developer 2,"- Bachelor's degree in Computer Science, related discipline, or equivalent industry experience."
Content Developer 2,"Nice to have Git, Markdown"
Content Developer 2,- Experience with a public cloud platform
Software Developer Engineer,"Build responsive email templates optimized for desktop, web and mobile email clients using HTML, CSS and C#"
Software Developer Engineer,Partner with program managers and designers to build experiences that meet customer requirements
Software Developer Engineer,"Stay up to date with email industry trends, conduct proof of concepts to explore enhancements to email experiences"
Software Developer Engineer,Build web experience on an internal ASP.NET MVC portal used to manage email execution internally at Microsoft
Software Developer Engineer,Contribute to internal documentation to maintain good knowledge base
Software Developer Engineer,"Work with Azure DevOps for work items management, builds and deployments"
Embedded ML Developer,A minimum of 7 years’ experience in developing embedded software and firmware for multiple microprocessors and with different development tool chains including RTOS and embedded systems across different SoCs
Embedded ML Developer,A minimum of 5 years’ experience with C/C++ programming
Embedded ML Developer,"A minimum of 5 years’ experience with bootloader, secure bootup, board bring up and OS debugging (including RTOS and Embedded Linux/Yocto) across different SoCs"
Embedded ML Developer,A minimum of 2 years’ experience with Machine Learning/Computer Vision integration on RTOS and Embedded Linux/Yocto-based devices across different SoCs
Embedded ML Developer,Experience with enabling MCU and Embedded Linux/Yocto-based devices connecting to Azure IoT Hub using the Azure Device SDK
Embedded ML Developer,Experience with enabling Azure IoT Edge and Containerized modules on Embedded Linux/Yocto-based devices
Embedded ML Developer,Excellent verbal and written communication skills
Embedded ML Developer,Excellent problem-solving skills
Embedded ML Developer,Ability to read schematics and work through hardware level system issues
Embedded ML Developer,"Ability to support all phases of the product development cycle including architecture, design, development, debugging, documentation and validation"
Azure Developer PMM,Passion for technology and a university degree or equivalent in computer science or business management
Azure Developer PMM,The ideal candidate speaks 1.) the language of developers 2.) has passion to drive programmatic engagements with communities and 3.) will bring a strong IoT and developer background.
Azure Developer PMM,Minimum of 3-5 years of experience of technical experience in IoT projects with a proven record of building technical relationships within the local professional IoT developer community
Azure Developer PMM,"Strong understanding of software development principles, cloud platforms, business drivers, and emerging trends"
Azure Developer PMM,Demonstrated technical capabilities with non-Microsoft and Microsoft technologies and tools
Azure Developer PMM,"Deep insight about local technical IoT ecosystem, including cloud platform providers and business trends"
Azure Developer PMM,Track record of strategic organizational impact and influence
Azure Developer PMM,Track record of v-team accomplishments (cross boundary collaboration and interpersonal awareness)
Azure Developer PMM,"Exceptional relationship building skills and team building and decision-making,"
Azure Developer PMM,"Results driven; with exceptional presentation, verbal, and written communication"
Azure Developer PMM,German native speaking and fluency in English
Developer Support Engineer WebApps,3+ years in a customer facing service role in any capacity
Developer Support Engineer WebApps,"English Language: fluent in reading, writing and speaking. If English is not native language, proficiency test results is a plus (e.g. TOEFL, TOEIC, Cambridge English Exams)"
Developer Support Engineer WebApps,"2+ years of experience in technology, support, training, consulting, architecting, development, network, data center operations, IT admin or operations or equivalent education"
Developer Support Engineer WebApps,"Bilingual – preferred though not required: Spanish, French, German, Italian, Portuguese, traditional Chinese, Korean, Japanese"
Developer Support Engineer WebApps,"knowledge in one or more of the technologies below: IIS administration, C#, asp.NET, asp.NET core programming  experience, Windows scripting or PowerShell, Networking"
Developer Support Engineer WebApps,"Understanding of load balancing, geo-redundancy, CDN and VPN technologies preferred"
Developer Support Engineer WebApps,OSI model and related concepts
Developer Support Engineer WebApps,Virtualization concepts and virtual system administration
Developer Support Engineer WebApps,"concepts like AP, Json templates"
Developer Support Engineer WebApps,storage technologies (cloud and/or on premises)
